farm_name,lat,lon,E_utm,N_utm
20-03,31.459292395711888,48.72543257772442,283877.67949999997,3482744.4741
20-04,31.468504485964708,48.726574050848086,284007.3295,3483763.5991
20-05,31.4595328291168,48.72279094037564,283627.172,3482776.3390999995
20-06,31.468744933234095,48.723932312188374,283756.837,3483795.4641
20-07,31.458948337482102,48.71974450078082,283336.29268,3482717.5474800006
20-08,31.468991063619974,48.72122786529867,283500.3995,3483828.0890999995
20-09,31.46030193521261,48.7174805395855,283124.24700000003,3482872.0991
20-1,31.459863073828416,48.728529395764184,284173.3101,3482801.64994
20-10,31.469231401490834,48.718586237845905,283249.91949999996,3483859.9541
20-11,31.46107253388037,48.71484126177107,282875.19200000004,3482962.7591
20-12,31.469477417012868,48.71588174391798,282993.47949999996,3483892.5790999997
20-13,31.461825209095007,48.71226327538565,282631.9245,3483051.3166
20-14,31.469717643143476,48.71324009622037,282742.9995,3483924.4441
20-15,31.462583395177926,48.70966609625626,282386.8495,3483140.5291
20-16,31.469959627759835,48.710578821481015,282490.6595,3483956.5491
20-17,31.463360451657117,48.707003836186104,282135.637,3483231.9691
20-18,31.470207534337284,48.7078509639558,282232.007,3483989.4491
20-19,31.463724520653926,48.70446416255879,281895.1205,3483277.3821
20-2,31.46825606586349,48.729302021936775,284265.9995,3483730.6866
20-20,31.470449450075563,48.70518964130347,281979.66449999996,3484021.5590999997
20-21,31.464615667963777,48.701796874934566,281643.702,3483381.4941
20-22,31.47068940716558,48.702547928007355,281729.18200000003,3484053.4190999996
20-23,31.465168091947984,48.69913041682421,281391.579325,3483448.0551500004
20-24,31.470935125018276,48.69984339722346,281472.7445,3484086.0491000004
20-25,31.465707520748058,48.696525886103736,281145.31440000003,3483513.058075
20-26,31.471174970823263,48.69720169006703,281222.2645,3484117.9091
20-28,31.471420820827806,48.69449455443317,280965.582,3484150.5716
21-01,31.451420397771052,48.73095733975064,284384.70475000003,3481860.812025
21-02,31.45870705266621,48.73185946138829,284487.147,3482666.9316000002
21-03,31.467669825108498,48.735737841377734,284876.257,3483653.0465999995
21-04,31.458457794970904,48.734595416503154,284746.602,3482633.9241
21-05,31.467429196863716,48.7383794283547,285126.73949999997,3483621.1891
21-06,31.4582171097893,48.737236719790666,284997.082,3482602.0591
21-07,31.46718269811363,48.74108372961318,285383.16949999996,3483588.5641
21-08,31.45797062246841,48.73994075588351,285253.512,3482569.4341
21-09,31.466941934687434,48.743725244179814,285633.647,3483556.7040999997
21-10,31.457729870689228,48.742582037741606,285503.99199999997,3482537.5741
21-11,31.466695276958102,48.74642955195093,285890.0795,3483524.0741
21-12,31.45748322396525,48.74528605406914,285760.422,3482504.9441
21-13,31.466454401824727,48.74907104612662,286140.55700000003,3483492.2141
21-14,31.45724236051659,48.747927315553675,286010.902,3482473.0840999996
21-15,31.46546770713344,48.75187680833631,286404.9518,3483377.34958
21-16,31.456827108963754,48.75085011072888,286287.7441333333,3482421.3469499997
21-17,31.467703333862797,48.754267944154954,286637.2619333333,3483620.564433333
22-01,31.448483766070076,48.726435162928524,283948.137875,3481544.1142499996
22-03,31.447865634243406,48.72275456736805,283596.87262000004,3481482.8326000003
22-05,31.449571327210244,48.7208164720168,283416.580875,3481675.771725
22-07,31.450672148537667,48.718158155103644,283166.4458833334,3481803.0733499997
22-09,31.45247784126689,48.71661143680526,283023.59754,3482006.33402
22-11,31.45398807203674,48.7142025985722,282798.13232,3482178.54454
22-13,31.45500078727947,48.71223087055897,282613.06918,3482294.7328999997
22-15,31.456634118394234,48.709942606099624,282399.361275,3482480.3625
22-17,31.457536853560775,48.70771747223908,282189.96878000005,3482584.8677199995
22-19,31.459177450934654,48.70541443887306,281974.887375,3482771.3418
22-21,31.460555047206284,48.70292439917541,281741.430275,3482929.0329
22-23,31.46240929102352,48.69911816499294,281384.0,3483142.2
23-01,31.451420397771052,48.73095733975064,284384.70475000003,3481860.812025
23-03,31.45064208668832,48.733626310083146,284636.601875,3481769.277
23-05,31.449890228114445,48.73620399463725,284879.88690000004,3481680.860125
23-07,31.449120433106966,48.73884288545062,285128.95235000004,3481590.3406499997
23-09,31.448368487865753,48.74142049229528,285372.2374,3481501.926275
23-11,31.447531978095714,48.743888972963035,285604.96094,3481404.3551399997
23-13,31.449849382176687,48.747036040955585,285909.36705999996,3481655.1466800002
23-15,31.451329422159084,48.74942007662188,286139.3313,3481814.5929666664
24-01,31.436820506571525,48.71416008410862,282754.4545,3480275.2040999997
24-02,31.44501762738031,48.715992369142874,282947.54485,3481180.4200166664
24-03,31.43709742837885,48.71144493489036,282496.98449999996,3480311.2841
24-04,31.44600310855214,48.71268472722044,282635.41517500003,3481296.23025
24-05,31.437368829057075,48.70879244417972,282245.4595,3480346.6341
24-06,31.446570007196588,48.71007307862304,282388.479675,3481364.26015
24-07,31.43764658205341,48.70607724760625,281987.98949999997,3480382.8191
24-08,31.44715022969545,48.70739972194451,282135.712325,3481433.89585
24-09,31.437917869022026,48.703424680528215,281736.4595,3480418.1691
24-10,31.44771701897224,48.7047879830503,281888.773675,3481501.926
24-11,31.438195506581845,48.700709459614075,281478.98949999997,3480454.3541
24-12,31.44829712780882,48.70211456765555,281636.0063,3481571.5617000004
24-13,31.438466680773896,48.69805686877135,281227.4595,3480489.7040999997
24-14,31.44886747849809,48.699462744160805,281385.271525,3481640.078775
24-15,31.43874420289053,48.69534162354589,280969.98949999997,3480525.8891000003
24-16,31.44521873336205,48.69252456309274,280717.284275,3481249.3711999995
24-17,31.43901526524678,48.69268906154159,280718.4645,3480561.2391
24-19,31.43929267191467,48.68997379203423,280460.9945,3480597.4241
24-21,31.439545995834607,48.687493458924344,280225.802825,3480630.4749499997
25-01,31.4445638398519,48.72323737637837,283635.1711666667,3481115.800766667
25-03,31.444515419339215,48.72553870601852,283853.81217499997,3481105.89745
25-05,31.443712655903255,48.72813440318993,284098.70334999997,3481011.7835000004
25-07,31.442197304015984,48.730225946793745,284294.04212500004,3480839.6596999997
25-09,31.440646166607404,48.732366850787336,284493.9975,3480663.4754000003
25-11,31.43913076448676,48.734458281291815,284689.33842499997,3480491.3544500005
25-13,31.437579498653193,48.73659905848184,284889.29477499996,3480315.16455
25-15,31.43696422985426,48.73884358012375,285101.25725,3480242.5519333333
26-01,31.418717740306793,48.71164025471453,282473.090975,3478273.0834999997
26-02,31.427015229176778,48.7127952350563,282602.0645,3479190.7641000003
26-03,31.419013145184632,48.70892801281745,282215.89060000004,3478311.21115
26-04,31.42729308242324,48.71008034549269,282344.5945,3479226.9491000003
26-05,31.419301670869224,48.706278414200426,281964.63187499996,3478348.45815
26-06,31.42756446829411,48.707428130906294,282093.0695,3479262.2991000004
26-07,31.419596953709828,48.70356619478223,281707.436125,3478386.58495
26-08,31.427842206154263,48.70471321699431,281835.5995,3479298.4840999995
26-09,31.419885366745067,48.70091654179986,281456.174675,3478423.832
26-10,31.428113478356643,48.70206092606711,281584.0695,3479333.8340999996
26-11,31.420180539819484,48.69820424993416,281198.97455000004,3478461.9595
26-12,31.4283911008227,48.69934598783604,281326.5995,3479370.0191
26-13,31.420468840028914,48.69555457101558,280947.713075,3478499.206525
26-14,31.428662260289915,48.69669367316524,281075.0695,3479405.3691000002
26-15,31.420763892585892,48.69284229902132,280690.517325,3478537.33335
26-16,31.428939767355185,48.69397871064443,280817.5995,3479441.5541
26-17,31.42046844240787,48.689878867566335,280408.06594,3478510.4975200007
26-18,31.429210815028355,48.691326424827594,280566.0745,3479476.9041
26-19,31.422877244660402,48.68754116704801,280191.41952500003,3478782.247625
26-20,31.429488206687274,48.68861143804643,280308.6045,3479513.0891
26-21,31.421664316090904,48.685009346473095,279947.8652,3478652.8361
26-22,31.42893925129924,48.68558459337525,280019.5563,3479458.2848857148
27-01,31.435817254934946,48.71717519417553,283038.7666833333,3480158.0072333333
27-02,31.426662665752122,48.71632843473865,282937.16277500003,3479144.6842250004
27-03,31.438534629676784,48.72051832741412,283362.83242,3480452.6878800006
27-04,31.426380665529816,48.71908242221458,283198.343375,3479107.977075
27-05,31.435869410933236,48.72309438671815,283601.58692499995,3480152.106075
27-06,31.42610902997402,48.72173463700017,283449.873275,3479072.626425
27-07,31.43456805084491,48.725584816130365,283835.3472,3480002.91395
27-08,31.426123912937374,48.72441305454897,283704.5538,3479068.9973800005
29-02,31.41731592422524,48.7144637064215,282738.3145833333,3478112.0712833335
29-04,31.416950160527033,48.71722615811062,283000.13283333334,3478066.0568
30-01,31.45318335997203,48.725164506153966,283838.16096666665,3482067.6747333333
